what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1331068110536
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1331068110536
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1331068110536
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1331068110536
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1331068110536
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1331068110546
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1331068110546
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1331068110546
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1331068110556
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1331068110556
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1331068110556
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1331068110556
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1331068110566
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1331068110566
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1331068110566
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1331068110566
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1331068110566
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1331068110566
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1331068110576
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1331068110576
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1331068110576
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1331068110576
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1331068110576
os,sysinfo,,,"win32",1331068110586
arch,sysinfo,,,"x86",1331068110586
ws,sysinfo,,,"win32",1331068110586
locale,sysinfo,,,"en_US",1331068110586
processors,sysinfo,,,"1",1331068110586
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1331068110586
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1331068110586
java.specification.name,sysinfo,,,"Java Platform API Specification",1331068110586
java.specification.vendor,sysinfo,,,"Oracle Corporation",1331068110586
java.specification.version,sysinfo,,,"1.7",1331068110586
java.vendor,sysinfo,,,"Oracle Corporation",1331068110586
java.version,sysinfo,,,"1.7.0_03",1331068110586
java.vm.info,sysinfo,,,"mixed mode, sharing",1331068110586
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1331068110586
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1331068110586
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1331068110586
java.vm.specification.version,sysinfo,,,"1.7",1331068110586
java.vm.vendor,sysinfo,,,"Oracle Corporation",1331068110586
java.vm.version,sysinfo,,,"22.1-b02",1331068110586
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331070925313
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331070926795
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1331070926986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071094056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071121155
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1331071128636
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1331071129537
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1331071130208
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1331071130288
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1331071141154
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331071141364
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1331071144178
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1331071144278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071144288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071171617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071181932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071202812
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331071222230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071228940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071236050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071242990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071245414
executed,command,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.command.openTask",1331071245434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071253475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071257651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1331071261026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071292311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071515792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071529102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071533017
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1331071534159
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331071535481
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1331071536692
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1331071538365
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1331071538475
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1331071538475
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1331071538475
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1331071538475
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1331071538485
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1331071538535
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1331071538625
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1331071538645
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1331071538685
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1331071538775
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1331071538856
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1331071538926
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1331071538966
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1331071539016
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1331071539016
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1331071539106
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1331071539166
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1331071539166
